cell_line_name,run_accession,tissue,disease,disease_primary,disease_secondary,disease_stage,age_at_sampling,sex,ethnicity,genomewide,promoter,cgi,cpg_shore,cpg_shelf,methylation_canyon,exon,intron,gene_body,LINE,SINE,LTR
KS-1,SRR8633924,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,,female,Asian,0.43728,0.160561,0.258907,0.504832,0.652569,0.236668,0.409169,0.469942,0.456315,0.583082,0.638034,0.606531
KU-19-19,SRR8633925,urinary_tract,carcinoma (transitional_cell_carcinoma),carcinoma ,transitional_cell_carcinoma,primary,76.0,male,Asian,0.437862,0.0933612,0.169559,0.485611,0.715199,0.137651,0.386606,0.475499,0.452842,0.63816,0.695027,0.654664
RKN,SRR8633926,soft_tissue,leiomyosarcoma,leiomyosarcoma,,primary,45.0,female,Asian,0.506548,0.157915,0.266528,0.591704,0.753541,0.241569,0.464059,0.537858,0.520025,0.680946,0.749376,0.692228
TT2609-C02,SRR8633927,thyroid,carcinoma (follicular_carcinoma),carcinoma ,follicular_carcinoma,primary,57.0,male,Caucasian,0.479658,0.143589,0.252649,0.572014,0.741374,0.245781,0.450351,0.505899,0.493879,0.656562,0.731538,0.689031
RI-1,SRR8633928,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (B_cell_lymphoma_unspecified),lymphoid_neoplasm ,B_cell_lymphoma_unspecified,primary,57.0,female,Caucasian,0.469969,0.179835,0.27732,0.48351,0.611228,0.279535,0.435384,0.478629,0.469871,0.637466,0.706647,0.684101
RL95-2,SRR8633929,endometrium,carcinoma (mixed_adenosquamous_carcinoma),carcinoma ,mixed_adenosquamous_carcinoma,primary,65.0,female,Caucasian,0.563476,0.202906,0.321852,0.657018,0.824578,0.28523,0.498088,0.581911,0.559483,0.775964,0.808829,0.811131
HH,SRR8633930,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (adult_T_cell_lymphoma-leukaemia),lymphoid_neoplasm ,,primary,61.0,male,Caucasian,0.539717,0.27072,0.384287,0.5993,0.706286,0.37937,0.525187,0.547365,0.545938,0.666848,0.725421,0.731063
HL-60,SRR8633931,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M2)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M2",primary,35.0,female,Caucasian,0.508149,0.103177,0.177299,0.555441,0.768555,0.116355,0.408425,0.535854,0.500296,0.790203,0.830045,0.819101
RKO,SRR8633932,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,,African_american,0.565664,0.221702,0.339964,0.656905,0.81383,0.323746,0.520602,0.595844,0.577787,0.683108,0.742358,0.686809
SCaBER,SRR8633933,urinary_tract,carcinoma (transitional_cell_carcinoma),carcinoma ,transitional_cell_carcinoma,primary,58.0,male,African_american,0.447966,0.138754,0.237475,0.507013,0.654949,0.219845,0.430521,0.477903,0.46814,0.602774,0.674041,0.656989
HEC-59,SRR8633934,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,Asian,0.499719,0.150986,0.274194,0.590371,0.766939,0.265124,0.465573,0.534427,0.5175,0.660707,0.691707,0.689402
HEC-6,SRR8633935,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,female,Asian,0.63735,0.266862,0.389699,0.707969,0.872015,0.392129,0.574269,0.653914,0.634781,0.793197,0.843134,0.802775
HEL 92.1.7,SRR8633936,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M6",primary,30.0,male,Caucasian,0.458436,0.162221,0.250969,0.530171,0.685305,0.228361,0.446592,0.494612,0.484738,0.601022,0.689333,0.620334
HEL,SRR8633937,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M6",primary,30.0,male,Caucasian,0.464379,0.164867,0.258554,0.532718,0.680146,0.239276,0.457104,0.501457,0.492941,0.596065,0.696992,0.612256
Hep 3B2.1-7,SRR8633938,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,8.0,male,African_american,0.407239,0.098961,0.18566,0.500723,0.667411,0.134916,0.381661,0.44909,0.431417,0.61876,0.711767,0.673029
Hep G2,SRR8633939,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,15.0,male,Caucasian,0.385968,0.12068,0.210257,0.435939,0.586952,0.16681,0.396099,0.438865,0.430375,0.481198,0.593472,0.496295
Hey-A8,SRR8633940,ovary,carcinoma,carcinoma,,metastasis,,female,Caucasian,0.488709,0.159612,0.265232,0.557065,0.71627,0.241118,0.458535,0.512183,0.500791,0.678872,0.756398,0.718705
HGC-27,SRR8633941,stomach,carcinoma (undifferentiated_adenocarcinoma),carcinoma ,undifferentiated_adenocarcinoma,metastasis,,,Asian,0.556592,0.185943,0.293305,0.601928,0.789009,0.259878,0.495286,0.57946,0.558988,0.76224,0.808026,0.787107
Toledo,SRR8633942,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,primary,,female,Caucasian,0.477372,0.234028,0.33866,0.509742,0.599827,0.338628,0.467224,0.479049,0.480772,0.607332,0.666775,0.674907
DV-90,SRR8633943,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,50.0,male,Caucasian,0.387701,0.197886,0.28978,0.412914,0.53355,0.262981,0.423144,0.41946,0.425406,0.410708,0.513913,0.436517
DU4475,SRR8633944,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,62.0,female,Caucasian,0.523741,0.1856,0.28424,0.54903,0.723975,0.273616,0.465535,0.532211,0.516028,0.748141,0.797901,0.780887
DMS 79,SRR8633945,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,65.0,,Caucasian,0.51013,0.104857,0.200745,0.610095,0.838074,0.147926,0.423074,0.544815,0.510763,0.755793,0.804821,0.753938
DMS 53,SRR8633946,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,54.0,male,Caucasian,0.386142,0.0685348,0.131637,0.436777,0.624622,0.0924105,0.340999,0.445028,0.416155,0.615871,0.674712,0.623572
DMS 454,SRR8633947,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,,male,Caucasian,0.359398,0.0761021,0.132984,0.40757,0.575319,0.08718,0.330147,0.412539,0.390474,0.523514,0.605576,0.54135
DMS 273,SRR8633948,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,50.0,female,Caucasian,0.496601,0.114327,0.203572,0.562332,0.735117,0.165413,0.417729,0.534518,0.502379,0.719713,0.775293,0.729344
DU 145,SRR8633949,prostate,carcinoma,carcinoma,,metastasis,69.0,male,Caucasian,0.530013,0.132916,0.227006,0.616566,0.817006,0.19947,0.452675,0.563373,0.532862,0.779225,0.811559,0.810007
DOV13,SRR8633950,ovary,carcinoma,carcinoma,,primary,,female,Caucasian,0.519619,0.152098,0.261638,0.60789,0.782779,0.225201,0.465361,0.547885,0.526944,0.691446,0.751793,0.715403
DOHH-2,SRR8633951,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,metastasis,60.0,male,Caucasian,0.550286,0.205429,0.304609,0.585053,0.757976,0.29436,0.497371,0.562599,0.547861,0.759922,0.783584,0.800609
DND-41,SRR8633952,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_T_cell_leukaemia,primary,13.0,male,Caucasian,0.617613,0.310725,0.42003,0.677261,0.818493,0.429151,0.567256,0.628377,0.614437,0.796423,0.803315,0.811603
TOV-112D,SRR8633953,ovary,carcinoma (endometrioid_carcinoma),carcinoma ,endometrioid_carcinoma,primary,42.0,female,Caucasian,0.516773,0.123989,0.225067,0.612535,0.821043,0.135319,0.449724,0.559255,0.528776,0.730982,0.779362,0.749756
NCI-H1963,SRR8633954,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,56.0,male,African_american,0.509786,0.120586,0.213313,0.566739,0.734739,0.188757,0.430042,0.545503,0.514647,0.730136,0.772504,0.750151
NCI-H1944,SRR8633955,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,metastasis,62.0,female,Caucasian,0.352466,0.099469,0.176285,0.457496,0.611642,0.130229,0.357353,0.406387,0.394505,0.455566,0.559972,0.436479
NCI-H1930,SRR8633956,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,41.0,male,Caucasian,0.464883,0.0931821,0.180595,0.545406,0.717444,0.162053,0.394358,0.515799,0.48097,0.69628,0.766358,0.716779
NCI-H1915,SRR8633957,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,metastasis,61.0,female,Caucasian,0.439919,0.14361,0.241973,0.503746,0.673265,0.215839,0.437261,0.480064,0.471892,0.567623,0.649915,0.598251
NCI-H1876,SRR8633958,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,59.0,male,Caucasian,0.429308,0.0752224,0.157976,0.487692,0.673069,0.109644,0.362202,0.462044,0.433863,0.697283,0.762335,0.742161
NCI-H1869,SRR8633959,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,metastasis,58.0,male,Caucasian,0.362632,0.0706835,0.143969,0.428935,0.591721,0.0898726,0.353278,0.409882,0.39693,0.507639,0.608122,0.498906
NCI-H1838,SRR8633960,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,primary,,female,Caucasian,0.470255,0.175604,0.272546,0.544139,0.720185,0.257562,0.457821,0.503401,0.49414,0.605508,0.686601,0.606359
NCI-H1836,SRR8633961,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,primary,52.0,male,Caucasian,0.426517,0.116377,0.208527,0.520225,0.678,0.177637,0.402274,0.473818,0.455577,0.574123,0.683173,0.572892
NCI-H1793,SRR8633962,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,primary,52.0,female,Caucasian,0.432229,0.0973631,0.190797,0.522317,0.72302,0.133738,0.411144,0.483821,0.465353,0.585405,0.674299,0.600202
NCI-H1792,SRR8633963,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,50.0,male,Caucasian,0.384968,0.0821474,0.164479,0.473855,0.6534,0.132063,0.366873,0.436957,0.418749,0.552954,0.644077,0.565054
MCF7,SRR8633964,breast,carcinoma,carcinoma,,metastasis,69.0,female,Caucasian,0.521677,0.172331,0.286358,0.614109,0.786019,0.273369,0.476379,0.550684,0.532373,0.667555,0.7408,0.682646
MDA-MB-134-VI,SRR8633965,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,47.0,female,Caucasian,0.55565,0.162556,0.2703,0.649704,0.842253,0.250297,0.471307,0.57795,0.548561,0.811764,0.86004,0.841083
LNCaP clone FGC,SRR8633966,prostate,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,50.0,male,Caucasian,0.484534,0.166338,0.263337,0.583174,0.737025,0.249592,0.470909,0.524046,0.513106,0.565952,0.62674,0.541938
SNU-719,SRR8633967,stomach,carcinoma,carcinoma,,primary,53.0,male,Asian,0.568982,0.253735,0.367901,0.612352,0.761986,0.355305,0.538174,0.589539,0.578961,0.695658,0.77459,0.728296
SNU-738,SRR8633968,central_nervous_system,glioma (oligodendroglioma),glioma ,oligodendroglioma,primary,40.0,male,Asian,0.455636,0.138731,0.238304,0.567771,0.731611,0.21305,0.444464,0.513108,0.496089,0.553248,0.663218,0.527772
Calu-1,SRR8633969,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,metastasis,47.0,male,Caucasian,0.434023,0.132253,0.22182,0.513235,0.683149,0.188098,0.419021,0.470017,0.458973,0.59609,0.690661,0.619591
LU99,SRR8633970,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,metastasis,63.0,male,Asian,0.500889,0.126715,0.235152,0.57193,0.764661,0.214594,0.439484,0.51892,0.498863,0.730161,0.749355,0.772819
RH-41,SRR8633971,soft_tissue,rhabdomyosarcoma (alveolar),rhabdomyosarcoma ,alveolar,metastasis,,female,Caucasian,0.539378,0.203983,0.308576,0.617491,0.760931,0.290787,0.498504,0.567746,0.551999,0.640861,0.744026,0.674401
LUDLU-1,SRR8633972,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,72.0,male,Caucasian,0.421538,0.0852905,0.154713,0.488746,0.684369,0.131693,0.364414,0.461216,0.435364,0.598871,0.665049,0.630678
SNU-620,SRR8633973,stomach,carcinoma,carcinoma,,metastasis,59.0,female,Asian,0.595154,0.280503,0.394917,0.612706,0.755118,0.371415,0.572776,0.610897,0.604801,0.705219,0.774126,0.725644
SNU-626,SRR8633974,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,65.0,male,Asian,0.46427,0.120011,0.218554,0.546871,0.715639,0.173753,0.427715,0.497691,0.480842,0.658771,0.75237,0.657507
RMG-I,SRR8633975,ovary,carcinoma (clear_cell_carcinoma),carcinoma ,clear_cell_carcinoma,primary,34.0,female,Asian,0.439615,0.128072,0.220361,0.53548,0.69283,0.188221,0.420351,0.485081,0.469037,0.604632,0.686914,0.6037
CCF-STTG1,SRR8633976,central_nervous_system,glioma (astrocytoma),glioma ,astrocytoma,primary,68.0,female,Caucasian,0.412826,0.0953845,0.175659,0.491496,0.64923,0.125116,0.371177,0.443096,0.424564,0.616027,0.708362,0.639473
CAS-1,SRR8633977,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,63.0,male,Caucasian,0.418955,0.0966817,0.183734,0.506332,0.676567,0.134932,0.395667,0.458194,0.443429,0.589647,0.698757,0.586017
Capan-2,SRR8633978,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,56.0,male,Caucasian,0.547899,0.14224,0.247084,0.619046,0.824013,0.232683,0.476468,0.575501,0.549763,0.792653,0.821325,0.812184
Capan-1,SRR8633979,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,40.0,male,Caucasian,0.429884,0.0818805,0.155186,0.476871,0.670117,0.0898485,0.368588,0.470178,0.442258,0.659373,0.71549,0.679867
CAL-29,SRR8633980,urinary_tract,carcinoma (transitional_cell_carcinoma),carcinoma ,transitional_cell_carcinoma,primary,80.0,female,Caucasian,0.402834,0.0897897,0.170742,0.464912,0.645615,0.133023,0.380559,0.445377,0.42968,0.561438,0.636192,0.59022
Caov-3,SRR8633981,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,54.0,female,Caucasian,0.45042,0.0735756,0.15123,0.537064,0.770405,0.101832,0.382314,0.487967,0.458409,0.726433,0.770768,0.744442
CAMA-1,SRR8633982,breast,carcinoma,carcinoma,,metastasis,51.0,female,Caucasian,0.533968,0.165851,0.27128,0.618408,0.797151,0.252987,0.46987,0.55258,0.531038,0.772736,0.811868,0.810652
Calu-6,SRR8633983,lung,carcinoma (undifferentiated_carcinoma),carcinoma ,undifferentiated_carcinoma,primary,61.0,female,Caucasian,0.45517,0.138402,0.234815,0.526632,0.707931,0.211653,0.421566,0.481343,0.467129,0.648632,0.730941,0.673521
CFPAC-1,SRR8633984,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,26.0,male,Caucasian,0.460049,0.109111,0.191951,0.514368,0.710544,0.153532,0.412341,0.494961,0.474346,0.653919,0.716047,0.674314
CCK-81,SRR8633985,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,,Asian,0.486721,0.149056,0.24641,0.563068,0.726899,0.2301,0.448248,0.523538,0.50484,0.635631,0.714004,0.650502
SW1463,SRR8633986,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,66.0,female,Caucasian,0.523976,0.191485,0.297997,0.577229,0.749875,0.275093,0.488375,0.555794,0.539545,0.680012,0.750648,0.704396
SW 1573,SRR8633987,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,44.0,female,Caucasian,0.589141,0.22293,0.337726,0.673056,0.848362,0.323144,0.529672,0.612196,0.591619,0.76702,0.819712,0.784168
SW 1353,SRR8633988,bone,chondrosarcoma,chondrosarcoma,,primary,72.0,female,Caucasian,0.379992,0.121042,0.204243,0.494786,0.622655,0.169419,0.378829,0.434264,0.420449,0.477351,0.582864,0.449574
SW1417,SRR8633989,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,53.0,female,Caucasian,0.442136,0.159183,0.259459,0.526282,0.681481,0.232039,0.445408,0.485764,0.478337,0.525874,0.592196,0.506565
SW 1990,SRR8633990,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,56.0,male,Caucasian,0.52018,0.156854,0.269873,0.59733,0.7764,0.249778,0.480975,0.543963,0.529683,0.708838,0.75596,0.741894
SW403,SRR8633991,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,51.0,female,Caucasian,0.439076,0.125151,0.21801,0.49311,0.661549,0.182918,0.41561,0.473418,0.460177,0.594855,0.673919,0.619132
SW-1710,SRR8633992,urinary_tract,carcinoma (transitional_cell_carcinoma),carcinoma ,transitional_cell_carcinoma,primary,84.0,female,Caucasian,0.470753,0.134912,0.234398,0.555966,0.733003,0.196898,0.442726,0.504918,0.490584,0.656743,0.707521,0.679754
SW 1783,SRR8633993,central_nervous_system,"glioma (astrocytoma_Grade_III, anaplastic)",glioma ,"astrocytoma_Grade_III, anaplastic",primary,68.0,male,Caucasian,0.445932,0.102801,0.180962,0.496135,0.684564,0.150772,0.379608,0.489925,0.461502,0.612382,0.646195,0.608843
NCI-H1648,SRR8633994,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,39.0,male,African_american,0.459203,0.112132,0.215083,0.555032,0.734301,0.177778,0.428095,0.496383,0.479652,0.634839,0.712331,0.657249
SW480,SRR8633995,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,50.0,male,Caucasian,0.506477,0.144472,0.238759,0.592601,0.798076,0.215271,0.444986,0.540526,0.515263,0.694319,0.766287,0.700309
SW48,SRR8633996,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,82.0,female,Caucasian,0.627111,0.27251,0.387426,0.688618,0.866727,0.377493,0.567256,0.641128,0.623333,0.802917,0.835561,0.823636
NCI-H1650,SRR8633997,lung,carcinoma (bronchioloalveolar_adenocarcinoma),carcinoma ,bronchioloalveolar_adenocarcinoma,metastasis,27.0,male,Caucasian,0.444532,0.0927385,0.18218,0.5591,0.770694,0.141785,0.401095,0.493447,0.468112,0.637343,0.724164,0.631479
OVTOKO,SRR8633998,ovary,carcinoma (clear_cell_carcinoma),carcinoma ,clear_cell_carcinoma,metastasis,78.0,female,Asian,0.585496,0.187391,0.300891,0.691745,0.873278,0.284644,0.502143,0.611722,0.581869,0.815182,0.83771,0.835334
HCC-2108,SRR8633999,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,59.0,male,Caucasian,0.260718,0.0881068,0.150527,0.324708,0.482768,0.138783,0.268488,0.281248,0.281665,0.344778,0.378093,0.365111
HCC202,SRR8634000,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,82.0,female,Caucasian,0.37583,0.120917,0.200685,0.459009,0.599257,0.166921,0.37789,0.410374,0.404395,0.517986,0.583492,0.564418
HCC1954,SRR8634001,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,61.0,female,Caucasian,0.503855,0.180256,0.285564,0.59282,0.75513,0.249886,0.469379,0.533968,0.518291,0.651842,0.724642,0.649429
HCC1937,SRR8634002,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,24.0,female,Caucasian,0.527975,0.134764,0.242129,0.647606,0.843417,0.229125,0.454307,0.557095,0.528734,0.778786,0.819674,0.798981
HCC2935,SRR8634003,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,primary,39.0,male,Caucasian,0.444617,0.0958452,0.179136,0.555372,0.754879,0.143104,0.373689,0.477404,0.447363,0.715236,0.778582,0.752823
HCC-2279,SRR8634004,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,52.0,female,Asian,0.449101,0.118967,0.211738,0.572228,0.775153,0.194817,0.405816,0.485777,0.464975,0.642341,0.700849,0.646839
HCC2218,SRR8634005,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,38.0,female,Caucasian,0.519557,0.147674,0.253571,0.598238,0.781071,0.2297,0.460847,0.548619,0.525747,0.740013,0.772721,0.779928
HCC2157,SRR8634006,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,48.0,female,African_american,0.635239,0.198526,0.313793,0.672925,0.883593,0.319573,0.525168,0.650477,0.617466,0.884962,0.879824,0.893347
HCC-366,SRR8634007,lung,carcinoma (mixed_adenosquamous_carcinoma),carcinoma ,mixed_adenosquamous_carcinoma,primary,80.0,female,Caucasian,0.446251,0.129509,0.222486,0.538219,0.706828,0.198526,0.42645,0.491353,0.475569,0.609159,0.697661,0.619558
HCC-33,SRR8634008,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,52.0,male,Caucasian,0.411864,0.0747856,0.151002,0.478307,0.65314,0.113777,0.357944,0.458955,0.430563,0.639365,0.716897,0.653822
SK-MEL-31,SRR8634009,skin,malignant_melanoma,malignant_melanoma,,primary,,female,Caucasian,0.380244,0.107807,0.189856,0.489172,0.620599,0.154068,0.360848,0.420402,0.40493,0.518086,0.629317,0.526138
SK-MEL-30,SRR8634010,skin,malignant_melanoma,malignant_melanoma,,metastasis,67.0,male,Caucasian,0.420173,0.137491,0.236081,0.505025,0.64036,0.200607,0.417928,0.457692,0.450067,0.529086,0.634702,0.536704
OVSAHO,SRR8634011,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,56.0,female,Asian,0.387984,0.0910486,0.178003,0.484082,0.634428,0.140082,0.363605,0.422891,0.408147,0.543763,0.613328,0.57521
NCI-H1755,SRR8634012,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,65.0,female,Caucasian,0.325521,0.0749992,0.121317,0.355429,0.521791,0.0889756,0.301553,0.370173,0.353407,0.4804,0.532111,0.486223
NCI-H1781,SRR8634013,lung,carcinoma (bronchioloalveolar_adenocarcinoma),carcinoma ,bronchioloalveolar_adenocarcinoma,metastasis,66.0,female,Caucasian,0.535735,0.165194,0.268429,0.624507,0.80087,0.253348,0.462643,0.560781,0.534213,0.789287,0.825014,0.819824
A2058,SRR8634014,skin,malignant_melanoma,malignant_melanoma,,metastasis,43.0,male,Caucasian,0.355406,0.0947277,0.177795,0.457883,0.601572,0.135661,0.350709,0.394322,0.384571,0.490675,0.601752,0.504084
A-253,SRR8634015,salivary_gland,carcinoma (mucoepidermoid_carcinoma),carcinoma ,mucoepidermoid_carcinoma,primary,54.0,male,Caucasian,0.568897,0.183476,0.28865,0.677411,0.864687,0.269131,0.486382,0.593242,0.563595,0.799824,0.839288,0.828603
RERF-LC-Ad2,SRR8634016,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,male,Asian,0.397101,0.0799543,0.164133,0.473917,0.662671,0.117938,0.37218,0.440274,0.423096,0.564214,0.654386,0.583652
RERF-LC-Ad1,SRR8634017,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,70.0,male,Asian,0.482717,0.132964,0.231805,0.573384,0.762308,0.20823,0.437285,0.509098,0.491433,0.690402,0.756902,0.711856
RERF-GC-1B,SRR8634018,stomach,carcinoma,carcinoma,,metastasis,41.0,male,Asian,0.500809,0.118262,0.212636,0.625734,0.825439,0.191184,0.439448,0.543546,0.515304,0.701768,0.775494,0.696768
Reh,SRR8634019,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_B_cell_leukaemia,primary,15.0,female,Caucasian,0.62515,0.26869,0.379778,0.68949,0.851015,0.375461,0.559943,0.632391,0.615019,0.852974,0.863207,0.87369
REC-1,SRR8634020,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (mantle_cell_lymphoma),lymphoid_neoplasm ,mantle_cell_lymphoma,primary,61.0,male,Caucasian,0.436583,0.17041,0.253723,0.54159,0.67635,0.250972,0.428205,0.477586,0.466285,0.54457,0.637248,0.544124
RD,SRR8634021,soft_tissue,rhabdomyosarcoma (embryonal),rhabdomyosarcoma ,embryonal,primary,7.0,female,Caucasian,0.487085,0.12046,0.207654,0.570551,0.764928,0.159773,0.413883,0.518812,0.489801,0.752248,0.788725,0.782908
769-P,SRR8634022,kidney,carcinoma (clear_cell_renal_cell_carcinoma),carcinoma ,clear_cell_renal_cell_carcinoma,primary,63.0,female,Caucasian,0.498791,0.140528,0.238003,0.587502,0.759333,0.198159,0.437274,0.523928,0.501151,0.713005,0.740268,0.750288
786-O,SRR8634023,kidney,carcinoma (clear_cell_renal_cell_carcinoma),carcinoma ,clear_cell_renal_cell_carcinoma,primary,58.0,male,Caucasian,0.458663,0.160289,0.255316,0.526562,0.681866,0.217757,0.447308,0.492107,0.483512,0.605076,0.690253,0.618916
8305C,SRR8634024,thyroid,carcinoma (anaplastic_carcinoma),carcinoma ,anaplastic_carcinoma,primary,67.0,female,Asian,0.304002,0.0780683,0.15316,0.381118,0.491558,0.111673,0.32632,0.34538,0.343829,0.389076,0.466156,0.410739
8505C,SRR8634025,thyroid,carcinoma (anaplastic_carcinoma),carcinoma ,anaplastic_carcinoma,primary,78.0,female,Asian,0.349719,0.0890698,0.177383,0.448339,0.585367,0.126709,0.36768,0.394776,0.391201,0.446936,0.544634,0.44809
8-MG-BA,SRR8634026,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,54.0,female,Caucasian,0.367201,0.119131,0.200451,0.408448,0.542318,0.156809,0.383162,0.39973,0.399542,0.48982,0.570752,0.500728
A101D,SRR8634027,skin,malignant_melanoma,malignant_melanoma,,primary,56.0,male,Caucasian,0.370706,0.0956729,0.174074,0.445542,0.579561,0.136586,0.366768,0.419585,0.407353,0.495534,0.610704,0.490689
A172,SRR8634028,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,53.0,male,Caucasian,0.558071,0.22309,0.350492,0.655791,0.801497,0.324752,0.538082,0.585071,0.576109,0.677731,0.760765,0.676684
A-204,SRR8634029,soft_tissue,rhabdoid_tumour,rhabdoid_tumour,,primary,1.0,female,Caucasian,0.511418,0.121349,0.218998,0.619834,0.832772,0.161993,0.435323,0.544784,0.514111,0.752641,0.790121,0.780081
